record_id,speciesname,latitude,longitude,recordedby,datefound,determinedby,lifestage,sex,notes,rights,rightsholder,sourcelink
AMNH_BEES31118,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31118
AMNH_BEES31095,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31095
AMNH_BEES31084,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31084
AMNH_BEES31102,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31102
AMNH_BEES31107,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31107
AMNH_BEES31071,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31071
AMNH_BEES31086,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31086
AMNH_BEES31073,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31073
AMNH_BEES31087,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31087
AMNH_BEES31113,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31113
AMNH_BEES31109,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31109
AMNH_BEES31093,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31093
AMNH_BEES31120,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31120
AMNH_BEES31105,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31105
AMNH_BEES31068,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31068
AMNH_BEES31108,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31108
AMNH_BEES31070,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31070
AMNH_BEES31112,Melissodes agilis,,,John Ascher,,,,,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEES31112
BBSL513966,"USDA-ARS Pollinating Insects - Biology, Management and Systematics Research Unit Museum Records",38.0,-111.0,H. Ikerd,,H. Ikerd 2005,Unknown,Male,,"Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 United States (CC BY-NC-SA 3.0).http://creativecommons.org/licenses/by-nc-sa/3.0/us/ . User must cite: U. S. National Pollinating Insects Database, United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah (Accessed 2014-29-12)","United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah",https://www.discoverlife.org/mp/20l?id=BBSL513966
BBSL251608,"USDA-ARS Pollinating Insects - Biology, Management and Systematics Research Unit Museum Records",46.3238,-119.3196,V.J. Tepedino,1997-08-21,,Unknown,Male,,"Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 United States (CC BY-NC-SA 3.0).http://creativecommons.org/licenses/by-nc-sa/3.0/us/ . User must cite: U. S. National Pollinating Insects Database, United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah (Accessed 2014-29-12)","United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah",https://www.discoverlife.org/mp/20l?id=BBSL251608
BBSL512678,"USDA-ARS Pollinating Insects - Biology, Management and Systematics Research Unit Museum Records",39.0623,-95.6766,E.S.G. Titus,1910-09-17,,Unknown,Male,,"Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 United States (CC BY-NC-SA 3.0).http://creativecommons.org/licenses/by-nc-sa/3.0/us/ . User must cite: U. S. National Pollinating Insects Database, United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah (Accessed 2014-29-12)","United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah",https://www.discoverlife.org/mp/20l?id=BBSL512678
BBSL512416,"USDA-ARS Pollinating Insects - Biology, Management and Systematics Research Unit Museum Records",40.1105,-88.2072,E.R. Jaycox,1963-08-06,,Unknown,Male,,"Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 United States (CC BY-NC-SA 3.0).http://creativecommons.org/licenses/by-nc-sa/3.0/us/ . User must cite: U. S. National Pollinating Insects Database, United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah (Accessed 2014-29-12)","United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah",https://www.discoverlife.org/mp/20l?id=BBSL512416
BBSL512578,"USDA-ARS Pollinating Insects - Biology, Management and Systematics Research Unit Museum Records",38.08473,-102.41963,G.F. Knowlton,1933-08-09,,Unknown,Male,,"Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 United States (CC BY-NC-SA 3.0).http://creativecommons.org/licenses/by-nc-sa/3.0/us/ . User must cite: U. S. National Pollinating Insects Database, United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah (Accessed 2014-29-12)","United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah",https://www.discoverlife.org/mp/20l?id=BBSL512578
BBSL512567,"USDA-ARS Pollinating Insects - Biology, Management and Systematics Research Unit Museum Records",31.83537,-109.03116,W.J. Hanson,1961-08-12,,Unknown,Male,,"Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 United States (CC BY-NC-SA 3.0).http://creativecommons.org/licenses/by-nc-sa/3.0/us/ . User must cite: U. S. National Pollinating Insects Database, United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah (Accessed 2014-29-12)","United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah",https://www.discoverlife.org/mp/20l?id=BBSL512567
BBSL512414,"USDA-ARS Pollinating Insects - Biology, Management and Systematics Research Unit Museum Records",34.01223,-117.68894,E.S.G. Titus,2025-08-06,,Unknown,Male,,"Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 United States (CC BY-NC-SA 3.0).http://creativecommons.org/licenses/by-nc-sa/3.0/us/ . User must cite: U. S. National Pollinating Insects Database, United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah (Accessed 2014-29-12)","United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah",https://www.discoverlife.org/mp/20l?id=BBSL512414
BBSL512669,"USDA-ARS Pollinating Insects - Biology, Management and Systematics Research Unit Museum Records",35.30698,-106.42474,W.J. Hanson,1961-08-18,,Unknown,Male,,"Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 United States (CC BY-NC-SA 3.0).http://creativecommons.org/licenses/by-nc-sa/3.0/us/ . User must cite: U. S. National Pollinating Insects Database, United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah (Accessed 2014-29-12)","United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah",https://www.discoverlife.org/mp/20l?id=BBSL512669
BBSL512470,"USDA-ARS Pollinating Insects - Biology, Management and Systematics Research Unit Museum Records",34.6059,-86.9833,G.E. Bohart,1944-08-14,,Unknown,Male,,"Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 United States (CC BY-NC-SA 3.0).http://creativecommons.org/licenses/by-nc-sa/3.0/us/ . User must cite: U. S. National Pollinating Insects Database, United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah (Accessed 2014-29-12)","United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah",https://www.discoverlife.org/mp/20l?id=BBSL512470
BBSL82278,"USDA-ARS Pollinating Insects - Biology, Management and Systematics Research Unit Museum Records",43.74,-117.07,P.F. Torchio,1959-09-09,,Unknown,Male,,"Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 United States (CC BY-NC-SA 3.0).http://creativecommons.org/licenses/by-nc-sa/3.0/us/ . User must cite: U. S. National Pollinating Insects Database, United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah (Accessed 2014-29-12)","United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah",https://www.discoverlife.org/mp/20l?id=BBSL82278
BBSL758415,"USDA-ARS Pollinating Insects - Biology, Management and Systematics Research Unit Museum Records",25.8833,-103.6166,"G.E. Bohart, A.S. Bohart",1966-10-05,,Unknown,Male,,"Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 United States (CC BY-NC-SA 3.0).http://creativecommons.org/licenses/by-nc-sa/3.0/us/ . User must cite: U. S. National Pollinating Insects Database, United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah (Accessed 2014-29-12)","United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah",https://www.discoverlife.org/mp/20l?id=BBSL758415
BBSL512471,"USDA-ARS Pollinating Insects - Biology, Management and Systematics Research Unit Museum Records",37.3057,-76.63717,G.E. & R.M. Bohart,1943-09-07,,Unknown,Male,,"Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 United States (CC BY-NC-SA 3.0).http://creativecommons.org/licenses/by-nc-sa/3.0/us/ . User must cite: U. S. National Pollinating Insects Database, United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah (Accessed 2014-29-12)","United States Department of Agriculture, Agriculture Research Service, Bee Biology and Systematics Laboratory, Logan, Utah",https://www.discoverlife.org/mp/20l?id=BBSL512471
B_CMC2674,Melissodes agilis,37.648958,-75.676925,,2018-07-16,,,,,,,https://www.discoverlife.org/mp/20l?id=B_CMC2674
B_VDCR4590,agilis,38.001,-79.575,S.M.Roble,2016-09-15,,Unknown,Male,Calcareous prairie/fen,,,https://www.discoverlife.org/mp/20l?id=B_VDCR4590
CUIC_ENT00034164,Helianthus,42.43813,-76.46667,J. Ramdas,1960-08-17,W. E. LaBerge,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=CUIC_ENT00034164
CUIC_ENT00034082,Melissodes agilis,37.73287,-105.51212,"H. E. Evans, M. A. Evans",1954-07-21,W. E. LaBerge,Adult,Female,,,,https://www.discoverlife.org/mp/20l?id=CUIC_ENT00034082
CUIC_ENT00034064,Melissodes agilis,30.69317,-88.0431,H. P. L�ding,1908-11-01,W. E. LaBerge,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=CUIC_ENT00034064
CUIC_ENT00034056,Melissodes agilis, 39.8,-86.4,Baker,,W. E. LaBerge,Adult,Female,,,,https://www.discoverlife.org/mp/20l?id=CUIC_ENT00034056
CUIC_ENT00034090,Melissodes agilis,35.37333,-119.01778,R. C. Shannon,1917-08-20,W. E. LaBerge,Adult,Female,,,,https://www.discoverlife.org/mp/20l?id=CUIC_ENT00034090
CUIC_ENT00034049,Melissodes agilis,46.9233,-98.0028,P. W. Fattig,1917-08-17,Sandhouse,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=CUIC_ENT00034049
CUIC_ENT00034069,Melissodes agilis,37.21528,-93.29806,H. H. Knight,1942-07-16,W. E. LaBerge,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=CUIC_ENT00034069
CUIC_ENT00034073,Melissodes agilis,29.01642,-97.00223,J. C. Bradley,1927-09-05,W. E. LaBerge,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=CUIC_ENT00034073
CUIC_ENT00034077,Melissodes agilis,35.68694,-105.93722,E. J. Oslar,,W. E. LaBerge,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=CUIC_ENT00034077
CUIC_ENT00034083,Melissodes agilis,46.8266,-100.8895,P. W. Fattig,1917-09-05,W. E. LaBerge,Adult,Female,,,,https://www.discoverlife.org/mp/20l?id=CUIC_ENT00034083
GBIF126192678,Melissodes agilis,43.81483,-79.97683,,,,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
GBIF783605802,Melissodes agilis,35.81389,-109.3094,"Snow, Francis",,,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
GBIF657850558,Melissodes agilis,38.1806,-99.0983,Michener & Beamer,1949-09-09,,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
GBIF783606010,Melissodes agilis,37.4947,-120.8456,"Snelling, Roy",1952-07-25,,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
GBIF436551734,Melissodes agilis,40.53694,-89.3575,,1968-08-16,W.E. LaBerge,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
GBIF784970350,Melissodes agilis,38.9717,-95.235,"LaBerge, Walley",1954-08-25,,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
GBIF658205116,Melissodes agilis,33.9925,-117.5156,"Beamers, LaBerge, Liang, Weiner, Wolf",1952-06-29,,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
GBIF658283012,Melissodes agilis,41.6633,-111.8336,"Ordway, Ellen",1959-08-18,,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
GBIF219028770,Melissodes agilis,25.230689,-100.818022,Ricardo Ayala,1991-08-25,Douglas Yanega,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
GBIF436552008,Melissodes agilis,47.1915,-95.177,,1915-07-05,W.E. LaBerge,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
GBIF436549433,Melissodes agilis,30.443,-97.68,,1911-12-02,,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
GBIF436550516,Melissodes agilis, 34.2,-107,,1965-09-22,W.E. LaBerge,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
GBIF436558870,Melissodes agilis,46.87917,-102.78917,,1912-07-28,W.E. LaBerge,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
GBIF436549430,Melissodes agilis,25.90139,-97.49722,,1910-11-21,,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
GBIF436558905,Melissodes agilis,45.742,-119.196,,1904-05-15,W.E. LaBerge,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
GBIF436549421,Melissodes agilis, 46.7,-110,,1958-09-05,W.E. LaBerge,,,This data was accessed through the GBIF Data Portal,,,https://www.gbif.org/species/5040606
INAT4164972,Melissodes agilis,42.7204452613,-84.4735097699,jgibbs,2016-09-21,,,,,© jgibbs some rights reserved,jgibbs,https://www.discoverlife.org/mp/20l?id=INAT4164972
INAT4204185,Melissodes agilis,30.2355621142,-97.6427464483,Robby Deans,2017-05-19,,,,,© Robby Deans some rights reserved,Robby Deans,https://www.discoverlife.org/mp/20l?id=INAT4204185
INAT7830838,Melissodes agilis,40.1715708599,-105.2152061462,Pam Piombino,2017-09-08,,,,"Mating on a Sunflower native, Helianthus annuus",© Pam Piombino some rights reserved,Pam Piombino,https://www.discoverlife.org/mp/20l?id=INAT7830838
I_JSA809,, 32,-108.7,,2025-10-20,,Unknown,Male,,,,https://www.discoverlife.org/mp/20l?id=I_JSA809
I_PDA20,, 40.1,-76.3,John Baker,,"Leo Donovall, 200918072009",,,female,,,https://www.discoverlife.org/mp/20l?id=I_PDA20
I_VEIT29,, 44,-71.6,,2010-01-12,beedude76@gmail.com,Unknown,Male,,,,https://www.discoverlife.org/mp/20l?id=I_VEIT29
KCM1077,El Gallo Social Club, 40.79974,-73.940587,Kevin C. Matteson,2005-08-11,,,,,,,https://www.discoverlife.org/mp/20l?id=KCM1077
KSEM513077,Melissodes agilis,38.97917,-94.96833,"LaBerge, Walley",1952-08-18,,Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM513077
KSEM513402,Melissodes agilis,35.81389,-109.3094,"Snow, Francis",,,Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM513402
KSEM516187,Melissodes agilis,37.49472,-120.8456,"Snelling, Roy",1952-07-25,"LaBerge, Walley",Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM516187
KSEM487093,Melissodes agilis, 40.4,-112.7,"Ordway, Ellen",1959-08-18,"LaBerge, Walley",Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM487093
KSEM487551,Melissodes agilis,40.385,-101.2342,"LaBerge, Walley",1954-07-08,,Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM487551
KSEM487865,Melissodes agilis,47.1064,-104.7103,"Michener, Charles",1969-08-24,"LaBerge, Walley",Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM487865
KSEM487592,Melissodes agilis,25.54444,-103.4417,Mead & Embury,1937-06-14,,Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM487592
KSEM487920,Melissodes agilis,46.9784,-96.7894,"LaBerge, Walley",1955-08-16,"LaBerge, Walley",Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM487920
KSEM486861,Melissodes agilis,34.18972,-118.1303,"Michener, Charles",1934-06-29,,Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM486861
KSEM487460,Melissodes agilis,30.9331,-103.8038,"Michener, Baker, Kamm",1970-09-15,"LaBerge, Walley",Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM487460
KSEM487862,Melissodes agilis,46.2472,-114.1539,"White, Jimmy",1949-07-17,,Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM487862
KSEM487871,Melissodes agilis,31.3269,-89.2903,"Michener, Charles",1944-10-14,,Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM487871
KSEM487598,Melissodes agilis,49.18333,-119.55,"Beamer, Raymond",1931-08-06,,Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM487598
KSEM487909,Melissodes agilis, 39.9,-89,"Storm, K",1951-07-23,,Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM487909
KSEM487447,Melissodes agilis, 29.4,-94.9,"Snow, Francis",2025-05-14,,Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM487447
KSEM487831,Melissodes agilis, 41.9,-71.5,,1954-08-18,,Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM487831
KSEM487841,Melissodes agilis, 35.8,-78.7,"Mitchell, T",1932-07-06,,Adult,,,,,https://www.discoverlife.org/mp/20l?id=KSEM487841
KSEM487601,Melissodes agilis,41.8083,-72.25,"Beamer, Raymond",1952-09-05,"LaBerge, Walley",Unknown,Male,,,,https://www.discoverlife.org/mp/20l?id=KSEM487601
MLSB__N16-1386,,,,,,,,,,,,https://www.discoverlife.org/mp/20l?id=MLSB__N16-1386
RJ43125,agilis, 40.4,-86.9,Cross Chandler,1958-08-15,Jean RP,Unknown,Male,,,,https://www.discoverlife.org/mp/20l?id=RJ43125
RJ753,agilis,35.87696,-88.66159,R. Jean,2019-09-10,,Unknown,Male,BVT9,,,https://www.discoverlife.org/mp/20l?id=RJ753
RJ35749,agilis,39.883864,-75.254278,Rob Jean,2018-08-25,Rob Jean,Unknown,Male,,,,https://www.discoverlife.org/mp/20l?id=RJ35749
RMY11026,Cresson 1878, 31.334,-109.268,RL Minckley,2001-08-03,,Adult,,,,,https://www.discoverlife.org/mp/20l?id=RMY11026
TAI5280,Melissodes agilis,39.06,-78.06,,,,Unknown,Male,,,,https://www.discoverlife.org/mp/20l?id=TAI5280
UCMS_ENT00055475,Melissodes agilis,44.38838,-73.81542,"unknown, New York State Museum Collection",1888-08-21,J. S. Ascher,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=UCMS_ENT00055475
UCMS_ENT00055479,Melissodes agilis,40.01472,-105.27055,S. A. Rohwer,1907-08-30,J. S. Ascher,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=UCMS_ENT00055479
USGS_DRO266931,Melissodes agilis,43.7484,-101.9454,Jelle Devalez,2017-01-27,Jelle Devalez,Unknown,Male,"Along loop road, between Saddle Pass and Cliff Shelf Nature Trail. 10 w, 10y, 10bl",,,https://www.discoverlife.org/mp/20l?id=USGS_DRO266931
USGS_DRO657123,Melissodes agilis,42.6473,-85.3842,"Megan Houle, Maria Salem",2023-11-29,Clare Maffei,Unknown,Male,"Achillea millefolium, Veronicastrum virginicum, Silphium perfoliatum, Silphium laciniatum, Cirsium arvense, Rudbeckia hirta, Tradescantia ohiensis, Euphorbia corollata, Liatris spicata, Dalea purpurea, Monarda fistulosa, Erigeron annuus, Echinacea angustifolia, Ratibida pinnata",,,https://www.discoverlife.org/mp/20l?id=USGS_DRO657123
USGS_DRO043725,Melissodes agilis,38.8966,-76.1151,Cathy Stragar,2017-01-27,Sam Droege,Unknown,Male,"yellow, blue and white pan traps, 15 on a 50 meter transect.;Weather: Cloudy on the 28th and clear on the 29th. mid 80's",,,https://www.discoverlife.org/mp/20l?id=USGS_DRO043725
USGS_DRO517225,Melissodes agilis,45.3449,-95.3201,Pennarola&Leone,2018-10-31,Sam Droege,Unknown,Male,35,,,https://www.discoverlife.org/mp/20l?id=USGS_DRO517225
USGS_DRO464561,Melissodes agilis,44.8676,-96.2836,Pennarola,2021-07-18,Sam Droege,Unknown,Male,"10 yellow, 10 blue, 10 white",,,https://www.discoverlife.org/mp/20l?id=USGS_DRO464561
AMNH_BEE00145106,Melissodes agilis,40.07583,-102.22278,,1919-08-19,J. S. Ascher,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEE00145106
AMNH_BEE00145156,Helianthus annuus,42.19888,-121.40611,J. Schuh,1963-08-15,W. E. LaBerge,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEE00145156
AMNH_BEE00035543,Melissodes agilis,31.83528,-109.03056,"K. C. Rozen, R. J. McGinley",1972-08-26,J. S. Ascher,Adult,Female,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEE00035543
AMNH_BEE00035544,Melissodes agilis,31.83528,-109.03056,"K. C. Rozen, R. J. McGinley",1972-08-26,J. S. Ascher,Adult,Female,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEE00035544
AMNH_BEE00145131,Melissodes agilis,39.55056,-107.32417,,1920-08-05,W. E. LaBerge,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEE00145131
AMNH_BEE00069444,Melissodes agilis,40.86414,-73.89276,K. M. Cox,,J. S. Ascher,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEE00069444
AMNH_BEE00145167,Melissodes agilis,37.122,-104.61,"J. G. Rozen, B. L. Rozen, K. C. Rozen",1964-08-12,J. S. Ascher,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEE00145167
AMNH_BEE00145078,Melissodes agilis,39.55056,-107.32417,,1919-07-29,J. S. Ascher,Adult,Female,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEE00145078
AMNH_BEE00237669,Melissodes agilis,42.4461,-73.7889,J. L. Zabriskie,,J. S. Ascher,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEE00237669
AMNH_BEE00081699,Melissodes agilis,40.89083,-74.505,M. A. Cazier,1933-08-10,J. S. Ascher,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEE00081699
AMNH_BEE00145144,Helianthus annuus,42.19888,-121.40611,J. Schuh,1963-08-15,W. E. LaBerge,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEE00145144
AMNH_BEE00145112,Melissodes agilis,31.46361,-100.43667,R. H. Painter,1921-09-13,J. S. Ascher,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEE00145112
AMNH_BEE00145164,Grindelia,42.44472,-121.86833,J. Schuh,1963-08-14,W. E. LaBerge,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEE00145164
AMNH_BEE00145111,Melissodes agilis,37.73972,-121.42417,M. A. Cazier,1938-07-16,J. S. Ascher,Adult,Male,,,,https://www.discoverlife.org/mp/20l?id=AMNH_BEE00145111
